Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Georgia,145.0,0.26216666666666666,26.666666666666668,59.57070994125642,50.75159056586643,12.505126990629368,45.77545040276889,70.95813566004131,0.1950666666666667,0.5339554398148147,0.12400997150997152,0.44948514570007103,0.4989980200326113,0.008205165692007799,0.034888270283131115,0.8035890173410404,0.5075340314136129,0.36890538922155697,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.999659863945579,5.11755905511811,10.835439999999998,0.09635132275132278,0.09048695652173913,26.942878787878783,0.10544444444444445,0.5852534808667587,0.6425555555555555,0.41311111111111115,0.22544444444444445,0.1587777777777778,0.05036554726368158,0.028445050505050497,0.10271027027027026,0.08862814009661836,0.15895560975609754,0.7001397984886648,37.97568421052632,38.4679649122807,0.25473877551020413,0.6014235135135132,0.29633636363636345,0.12239550000000007,0.27658539325842696,0.22474976744186032,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.1281148936170213,0.21269771428571432,0.1659121951219512,0.12419999999999999,0.0429,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,1.8369678089304255,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01125,184.9905853658536,143.51270718232044,232.33077348066303,6.805492227979273,6.771015625000002,9.829765625000006,119.12487341772155,109.38573529411767,130.82632352941178,23.007777777777775,37.45769230769232,29.04441860465116,34.449754901960794,11.248437500000001,7.228165137614675,16.21736363636364,6.3544347826086955,65.2408287292818,96.74351562499999,90.76753342554174,24.443000000000005,35.39912280701754,2.0393604651162787,838.8871766848819,12.742307692307692,0.7431457317073171,0.8457749999999999,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.20569230769230773,0.0966,0.2940162962962964,0.2472356144223694,0.3387130890052355,0.2462433121019108,0.6332977777777778,0.2913231231231231,0.7295961988304094,0.08422324879227054,0.459,0.028952845528455284,0.15577777777777777,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.5050467432950191,0.26040166666666664,0.2609561643835617,0.1081857142857143,0.09557045454545454,0.29723388338833884,0.18166395348837214,0.07981842105263155,0.13644062500000007,0.11160793650793652,0.1314459016393443,0.04981333333333333,0.04950666666666666,1.0,0.5922222222222221,0.6277777777777778,8.0,9.833333333333334,14.913725490196075,0.26,0.2833333333333333
Goyang,1.0,0.7416,17.0,54.0,54.0,0.0,43.559684541639996,60.54107364679062,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,3.0,3.0,5.11755905511811,10.835439999999998,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.5,38.6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4,5.9,7.9,2.7,2.4,3.1,311.51186046511634,210.01124999999996,258.0,219.0,329.0,6.805492227979274,6.771015625,9.829765625000004,153.0,145.0,157.0,23.007777777777775,39.0,45.0,42.0,71.0,7.228165137614675,81.0,33.0,58.6,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,0.75,13.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10818571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.955400000000001,17.0,14.913725490196079,0.0,0.0
Guangdong,112.5,0.21910000000000002,26.0,53.4,51.724999999999994,14.402563495314684,45.77984227082,69.2705368233953,0.19506666666666667,0.4905,0.0,0.0,1.0,0.0,0.0,0.9017945086705201,0.7534000000000001,0.30605269461077844,6.018599999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.6335698992443325,37.97568421052632,38.46796491228069,0.2547387755102041,0.5302117567567566,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.2644758403361344,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.6125,0.19615,0.05655,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.6637423312883436,0.2077149321266968,0.2711892583120204,6.955400000000001,15.356901408450709,14.913725490196079,0.08497830802603037,0.11635057471264368
Guangzhou,14.263157894736842,0.3684263157894737,47.421052631578945,24.774894736842104,24.774894736842104,12.951416045233714,21.26506516666105,31.589041820376977,0.08213333333333335,0.5560684210526317,0.025688933873144405,0.005221467848726294,1.0,0.002097183748845799,0.0020172996731657837,0.9173006388804382,0.6189616974373106,0.3290127954617082,6.6371999999999955,5.959607843137253,4.238409090909089,8.203863636363634,6.6031666666666675,6.657608306480489,4.625312888520513,10.282475789473686,0.04290325814536342,0.038099771167048053,25.41431818181819,0.2239615384615385,0.391640227123826,0.2798574370709383,0.15859956741167988,0.14663715170278638,0.06295448079658601,0.061555066771406125,0.04695933014354063,0.10271027027027026,0.05261495041952706,0.14890998716302947,0.706653652392947,37.97568421052632,38.48145337026776,0.25473877551020413,0.5524879231863441,0.21835311004784677,0.0901861578947369,0.2765853932584269,0.22474976744186032,0.3399516806722689,0.14227399999999998,0.23124929219600732,0.08704893092105268,0.11193281075027998,0.37903061654135345,0.16591219512195116,0.12420000000000005,0.04290000000000002,0.07663650793650792,0.5619230669265756,0.29454778393351805,0.23442125030887068,59.63502213477616,6.736225165562913,5.983081849109465,7.6070074611816905,2.3362575004285953,2.1536513157894746,2.72111019736842,311.51186046511623,210.01125,229.02439537869066,203.19415527769698,253.63239022971797,7.524706844832288,7.466796875,9.153046875,123.58546635576283,118.49850619195048,129.81246904024766,23.007777777777783,41.37469635627532,30.59998776009792,36.265673374613,7.445296052631577,5.521429261226461,10.004818181818182,5.047890160183066,50.16670834544927,103.72061266447365,21.608510591832285,24.442999999999994,24.840110803324098,1.0233812729498162,235.3145729076791,13.109230769230768,0.7248490372272144,0.8395697368421052,0.5291186234817814,0.017022793826671944,0.09295595371407246,0.14604588394062076,0.055926315789473685,0.25643048732943474,0.06234496340188219,0.30940507026729114,0.32145752598055666,0.46122666666666656,0.40077946894262695,0.6660102493074792,0.18140626430205942,0.23059574269005853,0.037929268292682936,0.0883377551020408,0.8415704367301231,0.15182777777777773,0.1072978723404256,0.36907011494252884,0.26040166666666664,0.26095616438356173,0.1081857142857143,0.09557045454545454,0.09818415841584159,0.18166395348837214,0.07981842105263157,0.13644062500000007,0.1116079365079365,0.1314459016393443,0.04981333333333335,0.04950666666666668,1.0,0.37040723981900453,0.4922048727958001,6.955399999999999,16.556263899184586,14.913725490196077,0.0,0.061237144585601935
Guizhou,162.0,0.1685,26.0,37.0,50.75159056586644,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.5062,0.0,0.0,1.0,0.0,0.0,0.9135,0.5185,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.9474846625766872,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Hainan,28.0,0.4494,45.0,57.5,50.75159056586644,12.50512699062937,50.5,60.5,0.19506666666666667,0.58335,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.4064,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.2047,0.09649999999999999,0.05555,0.06978344594594593,0.07309664179104476,0.0278,0.10271027027027027,0.01315,0.15895560975609752,0.78365,37.97568421052632,38.46796491228069,0.2547387755102041,0.364,0.08185,0.12239550000000006,0.364,0.22474976744186034,0.095,0.14227399999999998,0.14943413793103458,0.17545,0.12811489361702127,0.054099999999999995,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,4.93,4.035,6.005,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,211.0,169.5,287.0,6.805492227979274,6.771015625,9.829765625000004,116.28,103.18,130.25,23.007777777777775,36.0,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,97.57499999999999,96.74351562499999,14.614999999999998,24.443,35.39912280701754,0.04,82.3307650273224,12.742307692307692,0.70175,0.85085,0.85085,0.0,0.0,0.1982051282051282,0.0,0.0,0.0,0.33871308900523556,0.1769,0.4612266666666666,0.95905,0.95905,0.054099999999999995,0.15055000000000002,0.04095,0.095,0.364,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.1374,0.10818571428571429,0.136,0.054099999999999995,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.2339,0.1769,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.945,6.955400000000001,15.356901408450709,14.913725490196079,0.055,0.055
Hangzhou,10.0,0.3989,20.0,42.0,50.75159056586644,12.50512699062937,34.0,50.0,0.19506666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.6,0.4,6.637199999999999,5.0,3.0,7.0,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.1,0.0,0.1,0.06978344594594593,0.0,0.1,0.10271027027027027,0.1,0.15895560975609752,0.7,37.97568421052632,38.46796491228069,0.1,0.8,0.0,0.3,0.4,0.22474976744186034,0.3399516806722689,0.1,0.0,0.3,0.12811489361702127,0.4,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.1,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.5,1.0,1.0,0.0,0.0,0.1982051282051282,0.2,0.2,0.0,0.3,0.5,0.9,0.9,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.9,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.2,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.0,0.0,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3,0.7,6.955400000000001,13.0,14.913725490196079,0.16995661605206075,0.23270114942528736
Henan,524.0,0.2022,19.0,45.0,50.75159056586644,12.50512699062937,33.0,55.0,0.19506666666666667,0.58,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5479999999999999,0.622,6.637199999999999,10.0,6.0,15.0,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.473,37.97568421052632,38.46796491228069,0.2547387755102041,0.1279,0.2634,0.0553,0.1107,0.0515,0.313,0.14227399999999998,0.0267,0.042,0.12811489361702127,0.1679,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.9474846625766872,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Houston,2256.5,0.14605,37.0,51.650000000000006,51.650000000000006,18.450000000000003,43.559684541639996,60.54107364679062,0.19506666666666667,0.39949999999999997,0.5525,0.2845,0.0975,0.1995,0.0645,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.9474846625766872,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Hubei,206.85714285714286,0.3242428571428571,32.857142857142854,56.714285714285715,56.858051751923675,12.505126990629368,48.73133844046857,65.4403067562259,0.1950666666666667,0.5569142857142857,0.04183626373626375,0.008503533353639963,0.9472841868823002,0.0034154135338345867,0.003285316610584277,0.8035890173410404,0.5661720269259538,0.36890538922155697,6.637199999999999,7.262633053221289,5.421948051948051,10.045064935064934,6.6031666666666675,6.99980563654033,5.210033745781778,9.763108571428571,0.10189523809523814,0.09048695652173913,25.414318181818178,0.22396153846153852,0.5496,0.3266570600414079,0.1608056360078278,0.0754420168067227,0.06978344594594593,0.07309664179104476,0.03700181818181817,0.10271027027027026,0.026410144927536235,0.15895560975609754,0.6712,37.73938345864662,38.75825563909774,0.2269935860058309,0.6824672200772198,0.3258012987012986,0.12174092857142862,0.29514879614767253,0.22474976744186034,0.31407238895558226,0.14227399999999998,0.09824807881773405,0.07745446428571433,0.0756370820668693,0.21269771428571432,0.16591219512195124,0.12419999999999999,0.0429,0.043792290249433104,0.29663421516754845,0.4339680451127818,0.2780103957075788,3.149087672452158,5.922578051087986,4.3326235741444865,7.94080459770115,1.0080688692415076,0.7693749999999999,1.3814508928571425,311.5118604651164,210.01125,197.14151219512195,147.6446724546172,260.47582478295186,6.805492227979273,6.771015625000002,9.829765625000006,88.20992766726944,110.50613445378153,131.900756302521,23.007777777777772,37.45769230769232,27.739667774086378,33.399859943977596,11.248437500000003,7.228165137614675,16.21736363636364,6.354434782608696,67.03761641673245,87.69629464285713,39.31796680497927,24.443000000000005,35.39912280701754,2.0393604651162787,82.3307650273224,12.742307692307692,0.8532261324041812,0.9118714285714287,0.45845034965034964,0.02940300751879699,0.1605602836879433,0.35183150183150186,0.0966,0.2940162962962964,0.10768675496688743,0.38461121914734475,0.2462433121019108,0.4612266666666666,0.41396936936936946,0.7246411027568922,0.16990652173913043,0.18361853968253977,0.03792926829268293,0.0883377551020408,0.6237297872340425,0.15182777777777776,0.06274164133738604,0.24946863711001646,0.26040166666666664,0.2609561643835617,0.1081857142857143,0.08318311688311687,0.06039094766619519,0.18166395348837214,0.07981842105263155,0.08225178571428574,0.06663310657596372,0.0993976580796253,0.04981333333333333,0.04950666666666666,0.9699912357581069,0.33542986425339366,0.5485020094994518,6.955399999999999,17.908128772635816,14.913725490196075,0.08427951657886582,0.2144006568144499
Hunan,246.33333333333334,0.28276666666666667,51.333333333333336,48.27070994125642,50.751590565866444,12.50512699062937,38.70645636109333,63.027382431193736,0.13004444444444443,0.6167732638888889,0.0,0.0,1.0,0.0,0.0,0.8928630057803467,0.4485113438045376,0.4479684630738523,6.091466666666666,5.959607843137255,4.23840909090909,8.203863636363636,6.202111111111112,6.466439909297052,4.078372703412073,12.223626666666666,0.10189523809523811,0.09048695652173915,25.109545454545454,0.22396153846153852,0.4602135546334714,0.25119980676328507,0.149026301369863,0.09246470588235296,0.06978344594594593,0.04873109452736318,0.04566787878787878,0.10271027027027028,0.04621775362318841,0.12697040650406502,0.710379932829555,37.84712280701754,38.46796491228069,0.2547387755102041,0.6504745045045044,0.40277878787878785,0.2034651666666667,0.31772359550561796,0.21249984496124022,0.19865056022408964,0.14227399999999998,0.18114471264367818,0.10319687500000004,0.12811489361702127,0.2147984761904762,0.1659121951219512,0.11613333333333332,0.042900000000000015,0.09275767195767197,0.5191098765432098,0.2955552631578946,0.3012145539906103,3.673935617860851,6.028046357615899,4.728365019011406,7.721877394636018,1.2343213897937027,1.0204166666666665,1.5901041666666664,311.51186046511634,210.01124999999993,184.99058536585366,143.51270718232044,232.330773480663,6.805492227979275,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,35.06179487179488,30.786279069767442,40.166503267973866,12.125625000000001,7.37544342507645,17.50824242424242,6.51295652173913,63.873885819521185,170.20234374999998,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.795430487804878,0.8971833333333334,0.45845034965034975,0.029403007518796997,0.1605602836879433,0.19820512820512817,0.0966,0.29401629629629633,0.10768675496688744,0.5591420593368236,0.49749554140127383,0.5408177777777777,0.4759795795795796,0.7787479532163744,0.22822427536231882,0.21588829629629636,0.02528617886178862,0.09222517006802722,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425288,0.26040166666666664,0.2073041095890411,0.10818571428571429,0.09557045454545454,0.09818415841584156,0.38777596899224814,0.07981842105263155,0.13644062500000004,0.27440529100529104,0.22096393442622952,0.04981333333333334,0.049506666666666664,0.9824948875255624,0.3069532428355957,0.4749190110826939,6.955400000000001,15.356901408450709,14.913725490196079,0.14663774403470717,0.23270114942528738
