Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Non-severe,147.69230769230768,0.4140076923076924,34.92307692307692,44.45153846153846,46.37534949193835,12.929703301204949,34.26451832050462,62.13571496824326,0.15912820512820516,0.44268461538461534,0.0,0.0,1.0,0.0,0.0,0.7906385504668741,0.44728755537656084,0.3543191156149241,6.539169230769229,5.8150829562594275,4.033391608391607,8.060664335664335,5.917576923076923,6.3459706959706965,4.610805572380375,11.283347692307693,0.084781684981685,0.09268026755852844,25.41431818181818,0.22396153846153852,0.4455586658155121,0.16616914158305465,0.08008299262381455,0.05855248868778283,0.04986673596673595,0.06817537313432837,0.032078041958041946,0.06345937629937629,0.029638963210702345,0.14627013133208255,0.761303061422205,39.754477732793525,38.455044534412956,0.25473877551020413,0.6311248856548856,0.2071552447552447,0.11838288461538464,0.27242947277441665,0.18748064400715558,0.4259042340012928,0.14730876923076924,0.1459924933687003,0.08930625000000002,0.1577630114566285,0.20575995604395614,0.14601613508442773,0.11464615384615386,0.04290000000000001,0.04716092796092796,0.5842730294396961,0.13641012145748982,0.13902210184182015,3.352024922118379,5.023395313295977,4.220909622696695,6.675337459475392,1.2961112503132048,1.0698557692307693,1.7662139423076921,311.51186046511623,210.01125,186.3425328330206,145.50684232894176,229.90887802804934,5.12218812275807,5.3837800480769245,8.252914663461542,109.18763388510223,107.73264705882353,130.1783031674208,23.007777777777783,37.7301775147929,26.305545617173525,28.58836726998492,10.48737980769231,6.843203952011289,15.188741258741262,5.606147157190635,64.27127921801957,83.18496995192307,20.44398978614747,24.443,30.222334682860996,1.2765295169946331,44.51733501471206,12.73905325443787,0.6897819887429643,0.8229211538461538,0.43596944593867676,0.02035592828224407,0.24373404255319148,0.1982051282051282,0.07430769230769231,0.3324023361823362,0.06788415690269996,0.28933983084977843,0.16729588437040663,0.3912435897435897,0.2856734580734581,0.5722570175438597,0.1331301003344481,0.14844823931623935,0.026258724202626645,0.08118288854003139,0.6597360065466448,0.1981884615384615,0.10729787234042558,0.3412185676392573,0.23026294871794872,0.16528071654373025,0.1004791208791209,0.08821888111888111,0.0624979436405179,0.19894642218246872,0.07367854251012144,0.11644975961538467,0.07275873015873016,0.11453114754098365,0.049813333333333334,0.049506666666666664,1.0,0.233759136790811,0.6876549281920125,6.955399999999998,15.758093174431206,14.913725490196073,0.03922075755047556,0.09103890362511052
Non-severe (Test),89.0,0.3034,58.0,47.0,47.0,12.50512699062937,31.71,62.29,0.19506666666666667,0.4045,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,8.24,5.959607843137255,3.45,13.03,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.2584,0.1461,0.0337,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,1.0,0.0,0.3012145539906103,5.510903426791277,5.2,3.99,6.3,1.22,0.91,1.51,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,3.4,2.36,4.41,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,40.07,17.3,19.0,11.248437500000001,7.228165137614675,16.217363636363636,3.92,64.8,96.74351562499999,7.4,24.443,35.39912280701754,2.039360465116279,0.56,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Non-severe (Train),171.0,0.3034,58.0,49.05,49.05,12.50512699062937,32.44,65.66,0.19506666666666667,0.386,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,7.61,5.959607843137255,2.89,12.33,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.2329,0.17,0.0409,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,1.0,0.0,0.3012145539906103,5.510903426791277,5.13,3.78,6.42,1.12,0.89,1.54,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,3.25,2.32,4.55,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,39.74,19.6,20.0,11.248437500000001,7.228165137614675,16.217363636363636,3.78,59.3,96.74351562499999,8.5,24.443,35.39912280701754,2.039360465116279,0.45,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
"Non-severe (asymptomatic, mild)",76.0,0.1742,15.0,66.5,50.75159056586644,12.50512699062937,44.75,74.0,0.19506666666666667,0.5503197916666666,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.145,0.09048695652173915,25.41431818181818,0.22396153846153852,0.447,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,1.0,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.0,0.0,0.0,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.9474846625766872,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Non-severe pneumonia,72.0,0.3876,40.0,35.0,50.75159056586644,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.3333,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.2361,0.2639,25.41431818181818,0.22396153846153852,0.49032033195020713,0.1111,0.0972,0.0556,0.0278,0.07309664179104476,0.037001818181818164,0.0556,0.04621775362318841,0.15895560975609752,0.7917,37.97568421052632,38.46796491228069,0.2547387755102041,0.6528,0.2917,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.4306,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.0,1.0,0.0,0.0,0.0,5.21,4.11,6.8,1.21,0.68,1.74,311.51186046511634,210.01124999999996,179.5,151.75,226.5,3.38,2.33,5.24,132.43,116.36,148.5,23.007777777777775,40.97,19.75,20.0,11.248437500000001,7.228165137614675,16.217363636363636,3.93,55.55,96.74351562499999,5.2,24.443,35.39912280701754,0.05,0.37,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.0,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.23270114942528736
Non-survivor,5.0,0.5449,84.0,68.0,68.0,12.50512699062937,50.0,75.0,0.19506666666666667,0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,3.0,3.0,20.0,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,1.0,0.4,0.49,0.4,0.06978344594594593,0.2,0.2,0.10271027027027027,0.0,0.15895560975609752,1.0,37.97568421052632,38.46796491228069,0.2547387755102041,0.8,0.6,0.12239550000000006,0.4,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.2,0.10479531250000007,0.12811489361702127,0.0,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.0,0.0,0.0,1.0,1.0,4.6,1.9,9.1,0.4,0.2,1.1,311.51186046511634,210.01124999999996,77.0,44.0,93.0,4.0,1.5,7.5,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,29.0,30.0,42.0,22.2,16.6,34.6,5.5,66.2,63.0,50.0,61.0,35.39912280701754,0.1,82.3307650273224,14.0,1.0,0.8,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,1.0,0.6,0.4612266666666666,0.4139693693693694,1.0,0.6,0.6,0.4,0.4,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,1.0,0.10818571428571429,0.09557045454545454,0.4,0.2,0.07981842105263155,0.13644062500000004,0.2,0.6,0.049813333333333334,0.049506666666666664,1.0,0.8,0.0,6.955400000000001,16.0,14.913725490196079,1.0,1.0
Non-survivors,75.38461538461539,0.4304230769230769,35.76923076923077,70.24016383259764,60.08239492008192,17.673549455051102,51.762907060883066,69.75288580981034,0.16582564102564104,0.6653015224358974,0.07692307692307693,0.0,0.9230769230769231,0.0,0.0,0.7534761671854159,0.48964156262585595,0.3406122524182405,6.637199999999997,6.0396380090497725,4.220069930069928,8.34202797202797,7.12575641025641,7.807482993197279,5.380036341611144,11.89873230769231,0.09575091575091577,0.09121872909698998,25.41431818181818,0.22396153846153852,0.6568693584423874,0.4679613154960981,0.23230141201264493,0.20245248868778282,0.125633367983368,0.14356819747416763,0.05653944055944055,0.14030553014553013,0.09812717391304346,0.18788292682926827,0.8199199379965123,38.0390931174089,38.4679649122807,0.30936357927786506,0.592793659043659,0.46492447552447547,0.1001199615384616,0.2856591184096802,0.21643066189624324,0.4048084680025857,0.14227399999999998,0.12166190981432365,0.07973665865384619,0.1471741407528642,0.16102149450549452,0.16591219512195116,0.15123076923076922,0.04290000000000001,0.058951159951159945,0.41560607787274445,0.285322874493927,0.6007155290718672,3.1981787682722262,7.384633214467654,4.9216788534659255,10.121491305629238,0.8353420195439738,0.617451923076923,1.1146514423076923,311.51186046511623,210.01125,162.11321200750464,112.70293242668933,218.65325541861455,6.712112395376644,6.042241586538463,10.153683894230774,113.68380720545278,108.34714932126698,137.5780995475113,23.007777777777783,35.595502958579885,28.017084078711985,39.36142533936652,12.85685096153846,8.211319689484826,19.39781118881119,7.228113712374583,79.20487037824054,101.63112379807693,60.07213852537505,25.947384615384614,39.722469635627526,0.9743694096601073,28.00869693148382,13.616272189349113,0.8859406660412759,0.7264076923076921,0.40501183431952664,0.02035592828224407,0.13966175668303335,0.1982051282051282,0.07430769230769231,0.25431897435897444,0.07455236882322976,0.5220050342327829,0.3262430671239588,0.3638666666666666,0.5714527373527374,0.6893151821862349,0.3902370819397994,0.28216112820512823,0.04867861163227018,0.10255690737833592,0.43796677577741405,0.12846965811965808,0.25792144026186586,0.5312793103448276,0.3919628205128205,0.4559619599578504,0.10818571428571432,0.20966416083916078,0.1648108910891089,0.2228184257602862,0.11907712550607288,0.3103173076923078,0.2057888888888889,0.2392317780580076,0.07447384615384618,0.07545179487179489,1.0,0.41606682909850334,0.07882746409600627,7.039184615384614,13.516316359696646,14.343438914027145,1.0,0.8819540229885057
Noninvasive oxygen support,19.0,0.2809,42.0,53.0,50.75159056586644,12.50512699062937,41.0,68.0,0.19506666666666667,0.68,0.09761794871794874,0.019841577825159915,0.8769964360587003,0.007969298245614036,0.007665738758029979,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.58,0.21,0.05,0.0,0.05,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.21,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,27.0,35.0,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,69.84,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,1.0,0.4584503496503497,0.029403007518796993,0.1605602836879433,1.0,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.26,1.0,0.0,0.0,0.0,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.05,0.10818571428571429,0.09557045454545454,0.0,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.06,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,1.0,0.89,0.0,13.0,14.913725490196079,0.05,0.06
Normal Imaging Findings,72.0,0.5056,22.0,34.9,34.9,14.2,43.559684541639996,60.54107364679062,0.19506666666666667,0.45799999999999996,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.917,0.083,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.16699999999999998,0.055999999999999994,0.055999999999999994,0.0,0.0,0.0,0.037001818181818164,0.10271027027027027,0.0,0.042,0.667,37.97568421052632,38.46796491228069,0.2547387755102041,0.45799999999999996,0.0,0.027999999999999997,0.23600000000000002,0.07,0.125,0.14227399999999998,0.111,0.10479531250000007,0.12811489361702127,0.23600000000000002,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,1.0,5.42,3.42,7.42,1.39,0.78,2.0,311.51186046511634,210.01124999999996,198.44,140.0,256.88,3.48,6.771015625,9.829765625000004,141.04,125.42,156.66,23.007777777777775,42.53,25.53,26.67,9.11,4.25,13.97,3.9,65.54,62.5,2.3,6.57,35.39912280701754,0.05,82.3307650273224,12.742307692307692,0.7431457317073171,0.778,0.4584503496503497,0.0,0.0,0.1982051282051282,0.0966,0.29401629629629633,0.0,0.0,0.24624331210191086,0.111,0.4139693693693694,0.6681219298245614,0.0,0.0,0.0,0.0,0.6237297872340425,0.0,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.0,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.083,0.07981842105263155,0.13644062500000004,0.0,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.0,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Normal liver,73.0,0.2865,11.0,52.212129823769246,50.75159056586644,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.3836,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.64,37.97568421052632,38.46796491228069,0.2547387755102041,0.4384,0.2963363636363635,0.12239550000000006,0.2734,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,4.4,5.66,27.5,1.32,0.96,1.57,492.0,273.0,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,6.23,24.443,35.39912280701754,0.02,82.3307650273224,12.742307692307692,0.0959,0.3288,0.11,0.0,0.13699999999999998,0.1982051282051282,0.0966,0.0956,0.0,0.0,0.0,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.81,6.955400000000001,12.67,14.913725490196079,0.16995661605206075,0.23270114942528736
Not (ICU/Ventilation/Death),1032.0,0.5056,49.0,46.0,50.75159056586644,12.50512699062937,35.0,57.0,0.19506666666666667,0.575,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.311,0.3689053892215569,6.637199999999999,4.0,2.0,7.0,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.11800000000000001,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.13699999999999998,0.061,0.02,0.005,0.009000000000000001,0.037001818181818164,0.011000000000000001,0.006,0.15895560975609752,0.888,37.97568421052632,38.3,0.2547387755102041,0.677,0.16399999999999998,0.14,0.33899999999999997,0.153,0.385,0.049,0.037000000000000005,0.05,0.12811489361702127,0.142,0.114,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,4.7,3.5,5.9,1.0,0.7,1.3,311.51186046511634,210.01124999999996,169.0,133.0,207.0,6.805492227979274,6.771015625,9.829765625000004,134.0,120.0,148.0,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.5589999999999999,0.34600000000000003,0.0,0.0,0.34600000000000003,0.1982051282051282,0.0,0.0,0.0,0.16399999999999998,0.113,0.4612266666666666,0.38299999999999995,0.6681219298245614,0.026000000000000002,0.0,0.0,0.001,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.01,0.10818571428571429,0.09557045454545454,0.003,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.01,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.0,0.05,6.955400000000001,12.0,14.913725490196079,0.0,0.0
Ocular symptoms,12.0,0.3315,6.0,67.0,50.75159056586644,12.50512699062937,52.0,76.0,0.19506666666666667,0.583,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.6667,38.05,38.46796491228069,0.2547387755102041,0.5,0.1667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.04290000000000001,0.0,0.33299999999999996,0.667,0.3012145539906103,5.510903426791277,10.9,4.728365019011406,7.721877394636018,0.71,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.58,143.51270718232044,232.33077348066303,9.51,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,39.83,45.33,11.248437500000001,7.228165137614675,16.217363636363636,20.21,1.94,91.08,8.55,24.443,35.39912280701754,2.039360465116279,2.96,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
