Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Asymptomatic only,26.0,0.2753,40.0,37.0,37.0,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.5503197916666666,0.09761794871794874,0.019841577825159915,0.8769964360587003,0.007969298245614036,0.007665738758029979,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.0,37.97568421052632,38.46796491228069,0.2547387755102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,0.0,0.0,0.0,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.0
Asymptomatic/Mild,97.0,0.5899,39.0,35.96,35.96,19.88,43.559684541639996,60.54107364679062,0.19506666666666667,0.45399999999999996,0.0,0.0,1.0,0.0,0.0,0.9690000000000001,0.247,0.598,4.49,4.49,4.23840909090909,8.203863636363636,6.6031666666666675,4.38,5.11755905511811,10.835439999999998,0.062,0.052000000000000005,25.41431818181818,0.22396153846153852,0.49032033195020713,0.113,0.09300000000000001,0.031,0.06978344594594593,0.0,0.0,0.10271027027027027,0.0,0.028999999999999998,0.237,36.77,38.46796491228069,0.2547387755102041,0.299,0.01,0.12239550000000006,0.124,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.040999999999999995,0.10479531250000007,0.01,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,1.0,0.0,0.0,0.0,0.0,5.68,3.8,7.56,1.76,1.04,2.48,805.05,656.73,218.88,142.36,295.4,3.38,1.96,4.8,136.26,118.06,154.46,0.41,43.46,26.78,27.31,11.78,3.73,19.83,4.47,64.57,173.73,8.94,24.443,0.39,2.039360465116279,0.52,12.29,0.155,0.856,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.07200000000000001,0.09300000000000001,0.165,0.0,0.6681219298245614,0.0,0.0,0.0,0.0,0.907,0.113,0.10729787234042555,0.3690701149425287,0.0,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.0,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.0,0.36,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.0
Black Race,247.0,0.2584,19.0,60.0,50.75159056586644,12.50512699062937,45.5,69.0,0.19506666666666667,0.5503197916666666,0.09761794871794874,1.0,0.8769964360587003,0.007969298245614036,0.007665738758029979,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.139,0.7490000000000001,0.696,0.41700000000000004,0.251,0.215,0.04,0.016,0.10271027027027027,0.09699999999999999,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,0.0,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.7170000000000001,0.223,0.753,0.04,0.304,0.03792926829268293,0.077,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.39,0.78,8.0,8.0,14.913725490196079,0.16,0.17
CCRT group,22.0,0.4213,19.0,67.5,67.5,11.4,43.559684541639996,60.54107364679062,0.19506666666666667,0.8640000000000001,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.364,0.273,0.273,0.182,0.091,0.037001818181818164,0.0,0.04621775362318841,0.136,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,1.0,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,1.0,0.0,14.3,5.8,22.8,0.6,0.3,0.9,311.51186046511634,210.01124999999996,159.0,94.0,203.0,13.0,5.0,21.0,126.8,108.2,145.4,23.007777777777775,37.45769230769232,36.0,43.5,11.248437500000001,7.228165137614675,16.217363636363636,10.8,94.5,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.96,0.8457750000000002,0.364,0.0,0.0,0.1982051282051282,0.364,0.773,0.091,0.773,0.773,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.0,1.0,0.03792926829268293,1.0,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.22699999999999998,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.22699999999999998,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,1.0,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.55,0.23270114942528736
COVID-19 - died in critical care,79.0,0.2022,27.0,70.0,50.75159056586644,12.50512699062937,65.0,80.0,0.19506666666666667,0.7342,1.0,0.0,0.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.1266,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.8228,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,1.0,0.0,6.955400000000001,15.356901408450709,14.913725490196079,1.0,1.0
COVID-19 - discharged alive from critical care,86.0,0.191,27.0,60.0,50.75159056586644,12.50512699062937,50.0,69.0,0.19506666666666667,0.593,1.0,0.0,0.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.0814,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.3837,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,1.0,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.23270114942528736
Combination therapy group,16.0,0.3708,43.0,41.8,41.8,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.43799999999999994,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.125,0.188,0.125,0.125,0.0,0.0,0.062,0.10271027027027027,0.062,0.125,0.7001397984886649,37.97568421052632,38.46796491228069,0.2547387755102041,0.6014235135135132,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.14943413793103458,0.10479531250000007,0.12811489361702127,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.312,0.3012145539906103,0.0,5.34,3.52,7.16,1.83,1.01,2.65,311.51186046511634,210.01124999999996,194.8,139.7,249.9,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,9.23,4.26,14.2,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.563,1.0,1.0,0.0,0.0,0.1982051282051282,0.0,0.0,0.0,0.062,0.688,0.4612266666666666,0.312,0.6681219298245614,0.19233641304347823,0.0,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.94,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.0
Common,213.66666666666666,0.24063333333333334,22.166666666666668,44.102021637294875,45.19246194959988,12.454272492191143,40.85645636109333,60.17738243119374,0.1950666666666667,0.5434199652777777,0.0,0.0,1.0,0.0,0.0,0.8525593448940268,0.48326701570680636,0.3731193612774452,6.314333333333333,6.723071895424837,4.698674242424242,9.003219696969696,6.169305555555557,6.9996598639455785,5.11755905511811,10.835439999999998,0.10643015873015875,0.09048695652173915,25.414318181818178,0.22396153846153852,0.4289302213001381,0.20721637681159424,0.10100305936073058,0.10552941176470591,0.05898620495495494,0.07309664179104476,0.037001818181818164,0.10271027027027026,0.04621775362318841,0.13697040650406503,0.7669899664147776,37.91712280701754,38.33997076023391,0.2139489795918367,0.5749372522522522,0.21670151515151512,0.08376591666666668,0.25549513108614236,0.1959581395348836,0.2998586134453782,0.14227399999999998,0.11845609195402307,0.10479531250000007,0.1384290780141844,0.18263180952380956,0.15909349593495933,0.12419999999999999,0.0429,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,4.759086188992731,5.648697571743933,4.620304182509504,7.721877394636018,1.4843213897937024,1.2496874999999998,1.9351302083333328,318.3848837209303,208.50937499999998,191.96039024390242,147.0939226519337,241.10897790055253,6.164576856649394,6.771015625000001,9.829765625000006,103.18491561181433,110.32144607843139,132.0219362745098,23.007777777777775,37.45769230769232,26.14627906976744,31.48316993464053,12.573697916666669,7.228165137614675,16.21736363636364,6.3544347826086955,65.95069060773483,96.74351562499999,35.43997233748272,24.443,35.39912280701754,2.0393604651162787,82.3307650273224,12.742307692307692,0.7859547764227642,0.8971833333333334,0.45845034965034964,0.02940300751879699,0.1605602836879433,0.19820512820512823,0.0966,0.2940162962962964,0.10768675496688744,0.297260907504363,0.24624331210191083,0.49018888888888884,0.4139693693693694,0.6681219298245614,0.16028034420289852,0.22819370370370376,0.03792926829268293,0.0883377551020408,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.36907011494252867,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584159,0.18166395348837214,0.07981842105263155,0.13644062500000007,0.1116079365079365,0.1314459016393443,0.04981333333333333,0.049506666666666664,0.9316564417177915,0.33542986425339366,0.43118925831202043,6.9554,14.371267605633806,14.3781045751634,0.056652205350686914,0.15513409961685823
Confirmed,62.0,0.4775,32.0,43.8,50.75159056586644,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.516,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.71,0.386,7.0,7.0,3.5,9.0,6.6031666666666675,6.9996598639455785,5.11755905511811,10.835439999999998,0.248,0.168,25.41431818181818,0.22396153846153852,0.49032033195020713,0.139,0.05,0.02,0.03,0.01,0.03,0.01,0.0,0.15895560975609752,0.79,37.97568421052632,38.46796491228069,0.2547387755102041,0.597,0.048,0.081,0.161,0.242,0.242,0.048,0.113,0.10479531250000007,0.12811489361702127,0.081,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.048,0.5191098765432098,0.2955552631578946,0.065,1.0,5.3,4.0,6.7,1.3,0.9,1.8,311.51186046511634,210.01124999999996,178.0,130.5,215.5,2.9,3.7,6.6,138.8,122.1,155.5,23.007777777777775,37.45769230769232,22.0,25.5,9.7,7.4,13.1,6.3544347826086955,68.0,67.0,9.9,24.443,35.39912280701754,0.05,0.37,11.4,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.0,6.955400000000001,15.356901408450709,14.913725490196079,0.0,0.23270114942528736
Confirmed positive cases,75.0,0.4494,15.0,62.0,50.75159056586644,12.50512699062937,48.0,71.0,0.19506666666666667,0.493,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.0,6.0,4.0,8.0,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.6133,0.435,0.065,0.087,0.0,0.07309664179104476,0.109,0.10271027027027027,0.04621775362318841,0.043,0.735,37.97568421052632,38.46796491228069,0.2547387755102041,0.647,0.07400000000000001,0.08800000000000001,0.27658539325842696,0.028999999999999998,0.426,0.14227399999999998,0.07400000000000001,0.08800000000000001,0.12811489361702127,0.044000000000000004,0.1659121951219512,0.0,0.04290000000000001,0.0,0.792,0.20800000000000002,0.0,1.0,4.9,3.6,6.8,0.9,0.6,1.2,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,3.7,2.3,5.4,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,33.0,23.0,34.449754901960794,9.2,7.1,11.3,6.3544347826086955,67.0,96.74351562499999,32.6,24.443,35.39912280701754,2.039360465116279,0.4,14.2,0.9690000000000001,0.8420000000000001,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.109,0.546,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.01,0.23270114942528736
Contact based,87.0,0.264,27.0,39.0,50.75159056586644,12.50512699062937,43.559684541639996,60.54107364679062,0.19506666666666667,0.276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,3.2,6.9996598639455785,5.11755905511811,10.835439999999998,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.1610394520547945,0.14639411764705887,0.06978344594594593,0.07309664179104476,0.037001818181818164,0.10271027027027027,0.04621775362318841,0.15895560975609752,0.713,37.97568421052632,38.46796491228069,0.2547387755102041,0.23,0.083,0.115,0.27658539325842696,0.069,0.08,0.14227399999999998,0.011000000000000001,0.0,0.12811489361702127,0.046,0.023,0.023,0.04290000000000001,0.195,0.7709999999999999,0.034,0.0,5.510903426791277,6.028046357615899,4.728365019011406,7.721877394636018,1.5564820846905538,1.3256249999999998,2.0001562499999994,311.51186046511634,210.01124999999996,184.99058536585363,143.51270718232044,232.33077348066303,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,29.044418604651163,34.449754901960794,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,65.24082872928179,96.74351562499999,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.7431457317073171,0.8457750000000002,0.4584503496503497,0.029403007518796993,0.1605602836879433,0.1982051282051282,0.0966,0.29401629629629633,0.10768675496688744,0.33871308900523556,0.24624331210191086,0.4612266666666666,0.4139693693693694,0.6681219298245614,0.19233641304347823,0.27383244444444454,0.03792926829268293,0.08833775510204081,0.6237297872340425,0.15182777777777776,0.10729787234042555,0.3690701149425287,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.09557045454545454,0.09818415841584158,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.1116079365079365,0.13144590163934428,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.5123785166240408,6.955400000000001,15.356901408450709,14.913725490196079,0.16995661605206075,0.23270114942528736
Control,65.5,0.33425,20.0,51.6,47.97579528293322,13.602563495314683,45.77984227082,64.2705368233953,0.19506666666666667,0.5365,0.0,0.0,1.0,0.0,0.0,0.8035890173410404,0.5075340314136129,0.3689053892215569,6.637199999999999,5.959607843137255,4.23840909090909,8.203863636363636,6.6031666666666675,9.999829931972789,7.5587795275590555,13.41772,0.10189523809523812,0.09048695652173915,25.41431818181818,0.22396153846153852,0.49032033195020713,0.29759942028985514,0.14551972602739727,0.14639411764705887,0.06978344594594593,0.04154832089552238,0.037001818181818164,0.09135513513513513,0.04621775362318841,0.15895560975609752,0.7392000000000001,37.237842105263155,38.46796491228069,0.20736938775510205,0.5426617567567567,0.2963363636363635,0.12239550000000006,0.27658539325842696,0.22474976744186034,0.3399516806722689,0.14227399999999998,0.07471706896551729,0.052397656250000035,0.06405744680851064,0.21269771428571435,0.1659121951219512,0.12419999999999999,0.04290000000000001,0.07663650793650793,0.5191098765432098,0.2955552631578946,0.3012145539906103,5.510903426791277,6.46402317880795,4.814182509505703,8.41093869731801,1.228241042345277,0.9128124999999999,1.6000781249999996,311.51186046511634,210.01124999999996,197.49529268292682,153.25635359116023,250.9153867403315,6.805492227979274,6.771015625,9.829765625000004,119.12487341772152,109.38573529411765,130.82632352941178,23.007777777777775,37.45769230769232,31.52220930232558,34.2248774509804,11.248437500000001,7.228165137614675,16.217363636363636,6.3544347826086955,66.3204143646409,84.3717578125,39.317966804979264,24.443,35.39912280701754,2.039360465116279,82.3307650273224,12.742307692307692,0.975,0.5,0.22922517482517485,0.014701503759398497,0.08028014184397166,0.1982051282051282,0.0483,0.14700814814814817,0.0,0.34435654450261777,0.6231216560509554,0.4612266666666666,0.4139693693693694,0.8340609649122808,0.1916682065217391,0.22691622222222227,0.028964634146341463,0.0741688775510204,0.6237297872340425,0.15182777777777776,0.05864893617021277,0.3210350574712644,0.26040166666666664,0.2609561643835617,0.10818571428571429,0.05278522727272727,0.05909207920792079,0.1816639534883721,0.07981842105263155,0.13644062500000004,0.08630396825396824,0.09622295081967214,0.049813333333333334,0.049506666666666664,1.0,0.3354298642533936,0.43,8.9777,15.678450704225355,21.45686274509804,0.22999999999999998,0.42000000000000004
